Frequency,Dutch Word,English Word
5463,fiets,bike
5462,vocht,moisture
5461,opruimen,to clean up
5460,chief,chief
5453,ethan,ethan
5450,daaraan,that
5444,gsm,GSM
5437,gewild,wanted
5435,overeenkomst,agreement
5433,spring,jump
5433,schilderij,painting
5432,middernacht,midnight
5430,brein,brain
5429,richt,aim
5428,onbekende,unknown
5427,vervolgens,thereafter
5426,iemands,someone's
5425,fabriek,factory
5423,geschikt,suitable
5422,ontspannen,relaxed
5421,anne,anne
5419,win,win
5417,broertje,baby brother
5411,gelopen,run
5407,davis,davis
5406,apparaat,device
5404,storen,to disturb
5402,handelen,to trade
5400,dwingen,force
5400,optie,option
5398,slang,snake
5397,amen,Amen
5396,student,student
5392,hoorden,heard
5389,opdagen,show up
5387,volkomen,completely
5386,makker,mug
5385,katie,king
5381,duisternis,darkness
5374,briljant,brilliant
5371,schouder,shoulder
5368,miller,Miller
5365,godzijdank,thank God
5363,lacht,laugh
5361,dwaas,foolish
5360,wachtte,waiting
5358,mac,mac
5356,verdrietig,sad
5356,bereik,range
5354,gozer,guy
5352,gezorgd,enslaved
5352,spion,spy
5351,roy,roy
5349,wond,wound
5346,campagne,campaign
5345,boston,Boston
5345,mogelijkheden,opportunities
5336,dinsdag,Tuesday
5334,lever,liver
5331,avonds,in the evening
5331,weggegaan,gone away
5330,verbinding,link
5328,dek,deck
5327,meegaan,last
5325,nieuwsgierig,curious
5321,helder,bright
5315,omlaag,down
5313,borsten,breasts
5310,oosten,East
5306,namelijk,namely
5302,schande,shame
5299,ondertiteling,subtitle
5291,overeen,consistent
5290,kanten,sides
5285,warme,warm
5285,gewicht,weight
5284,bedrijven,businesses
5283,derek,the stretch
5282,stront,shit
5274,vet,Fat
5270,geschenk,gift
5268,negeren,ignore
5268,goeds,good
5263,justitie,justice
5262,sneeuw,snow
5259,aanklager,prosecutor
5253,zand,sand
5249,sport,sport
5248,besefte,achieved
5246,versie,version
5240,minste,least
5235,hartaanval,heart attack
5234,bo,bo
5229,c,c
5224,as,ash
5217,illegaal,illegal
5213,vertrouwde,trusted
5212,voort,continue
5210,varken,pig
5208,prettig,pleasant
5207,jacob,Jacob
5206,moge,maybe
5200,donderdag,Thursday
5196,straten,streets
5193,hout,wood
5193,bovenop,on top of
5192,etentje,dinner
5191,sindsdien,since
5179,vaste,fixed
5177,moeilijker,more difficult
5177,merk,Brand
5170,verdachten,suspects
5165,durft,daring
5165,opgegeven,gave up
5163,weggaat,leave
5162,truc,trick
5162,frankie,Frankie
5162,el,ol
5158,wegen,weigh
5158,planten,plants
5157,pen,pen
5157,beth,beth
5153,aanwezigheid,presence
5143,stemming,mood
5143,bravo,Bravo
5143,overleefd,survived
5140,gedurende,during
5138,magische,magic
5132,levende,live
5130,therapie,therapy
5129,geplaatst,placed
5129,grijp,grab
5128,gericht,aimed
5127,voorafging,precede
5126,duwen,Push
5126,tip,tip
5121,sociale,social
5121,euh,uh
5121,opeten,eat
5114,daarbinnen,inside
5113,beloning,reward
5113,dapper,brave
5112,concentreren,to concentrate
5110,heleboel,a lot of
5106,beschikbaar,available
5103,seksuele,sexual
5102,bezorgen,deliver
5099,koopt,buy
5099,hek,fence
5099,lois,lois
5094,bied,bid
5093,huidige,current
5092,on,on
5091,achterna,afternail
5090,verenigde,united
5090,golf,golf
5087,café,Cafe
5085,suiker,sugar
5083,lippen,lips
5078,zuurstof,oxygen
5070,gevoelig,sensitive
5068,herhaal,repeat
5065,hmm,hmm
5063,gras,grass
5062,gekwetst,hurt
5060,smerige,nasty
5058,filmen,to film
5057,daisy,Daisy
5055,tunnel,tunnel
5054,rock,Rock
5054,verstandig,wise
5053,organisatie,organization
5053,voorgoed,forever
5051,families,families
5046,betwijfel,doubt
5045,meekomen,come along
5039,geruchten,rumor
5033,angeles,angeles
5031,redde,saving
5031,doorbrengen,Spending time
5025,puur,purely
5024,stak,stroke
5018,diamanten,diamonds
5015,lading,cargo
5014,miami,Miami
5013,bevestigd,confirmed
5010,stinkt,smelly
5007,inclusief,including
5007,oudere,older
5006,verraad,betrayal
5001,interview,interview
4995,middel,resourse
4994,geboorte,birth
4994,nicht,niece
4993,momenten,moments
4992,podium,stage
4991,effect,effect
4989,vijftien,fifteen
4989,houding,attitude
4988,veroorzaken,cause
4985,verpleegster,nurse
4984,lig,lie
4982,bibliotheek,library
4979,schrijver,writer
4979,beloven,promise
4978,identificeren,identify
4974,hut,hut
4970,goedenacht,good night
4966,volgend,next
4965,gecontroleerd,controlled
4964,beroemd,famous
4963,masker,mask
4963,scherp,sharp
4960,sophie,sophie
4959,trainen,train
4958,kamers,Rooms
4956,quinn,quinn
4954,kampioen,champion
4952,graaf,count
4952,oscar,oscar
4952,oproep,call
4951,carrie,carrie
4949,achterin,in the back
4948,beters,beters
4947,veroorloven,to afford
4945,helikopter,helicopter
4938,zekere,surely
4938,gelegd,laid
4938,miljard,billion
4938,vies,dirty
4937,geintje,joke
4936,uitgaan,going out
4935,weleens,sometimes
4934,bruid,bride
4931,voer,feed
4928,praatte,talking
4920,marshall,marshall
4918,aanwijzingen,Clues
4916,nina,nina
4916,rusland,Russia
4915,eva,EVA
4915,benzine,gasoline
4914,wegging,discomfort
4911,keizer,emperor
4910,vrouwelijke,feminine
4909,marie,marie
4904,vince,vince
4903,voeden,to feed
4901,studio,studio
4897,gif,gif
4897,edward,Edward
4891,uitnodiging,invitation
4883,elena,elena
4881,grant,grant
4874,probeerden,tried
4871,datje,that you
4865,ketting,chain
4863,schitterend,wonderful
4863,velen,many
4862,zekerheid,security
4862,kliniek,clinic
4859,dylan,Dylan
4859,museum,museum
4858,handtekening,signature
4856,bevrijden,liberate
4853,ramen,Windows
4850,russell,Russell
4850,rechtszaak,lawsuit
4848,dokters,doctors
4846,rijd,ride
4843,kopie,copy
4843,rende,ran
4842,vampier,vampire
4841,personen,persons
4839,tieten,tits
4839,expert,expert
4838,jess,Jess
4830,feesten,celebrate
4823,white,white
4822,zegen,blessing
4821,travis,travis
4820,rommel,clutter
4819,mijl,mile
4817,daarbuiten,beyond
4816,opleiding,education
4815,bedenk,remembrance
4814,jordan,Jordan
4811,carlos,carlos
4807,live,live
4805,beschermd,protected
4804,roze,pink
4804,legt,lagging
4804,walker,walker
4803,flauw,faint
4802,gewoonlijk,usually
4802,telefoontjes,phone calls
4801,pech,bad luck
4800,grootvader,grandfather
4800,junior,junior
4800,voorzitter,chair
4799,miste,missing
4799,owen,owen
4797,bodem,soil
4796,gevoeld,felt
4793,repareren,to repair
4788,bewusteloos,unconscious
4785,bommen,bomb
4785,zusje,sister
4784,opname,recording
4781,pols,wrist
4781,herkennen,recognise
4779,hartslag,heartbeat
4778,hete,hot
4777,behoefte,need
4776,oorzaak,cause
4771,kiest,choke
4771,hill,hill
4770,brave,brave
4766,centrale,central
4766,dochters,daughters
4765,bewezen,proven
4765,danken,thank
4764,gestoken,stunned
4762,rat,rat
4761,koekjes,cookies
4761,weglopen,walk away
4759,leuker,more fun
4758,medisch,medical
4752,kopje,Cup
4750,gelegenheid,occasion
4750,zijne,his
4747,grenzen,borders
4745,betrapt,got caught
4744,achteren,rear
4744,bijeenkomst,meeting
4738,uitdaging,challenge
4737,onderhandelen,negotiate
4735,overvallen,raids
4734,wayne,Wayne
4733,triest,sad
4733,slagen,to succeed
4725,kruis,crotch
4724,technisch,technical
4724,gooit,throws
4722,fantastische,fantastic
4721,beschermt,protect
4720,beantwoord,answered
4719,positief,positive
4718,vieze,viezen
4716,bewijst,provesting
4716,brigadier,brigadier
4712,ogenblik,moment
4711,kalmeer,calm down
4706,hoogheid,highness
4706,droog,dry
4705,admiraal,admiral
4705,schaam,shame
4700,excuseren,excuse
4692,vroegen,demolish
4692,kleed,dress
4686,leid,lead
4684,blake,blake
4683,maaltijd,meal
4683,gereden,ridden
4679,interessante,interesting
4677,chinese,Chinese
4676,vuren,spit
4673,gezichten,faces
4673,ooh,ooh
4670,fantasie,fantasy
4669,aanpakken,tackle
4668,namens,On behalf of
4667,jeremy,Jeremy
4665,afhandelen,handle
4662,stress,stress
4662,waarschuw,warble
4656,bijbel,Bible
4653,studie,study
4651,kenny,kenny
4649,ofwel,or
4649,kaartjes,tickets
4647,schema,scheme
4645,gelul,bullshit
4645,vers,fresh
4644,biedt,offer
4642,aangeraakt,touched
4639,besteld,ordered
4638,overnemen,taking over
4638,waarderen,appreciate
4633,tranen,tears
4631,ontspan,relax
4628,geopend,open
4626,documenten,documents
4626,mammie,mommy
4624,groots,grand
4623,eventjes,momentarily
4621,boeten,beat
4621,staart,tail
4621,prettige,pleasant
4619,ondervragen,interrogate
4619,schedel,skull
4618,tijdelijk,temporary
4616,overleed,died
4611,klinken,sound
4610,demon,demon
4608,morgenavond,tomorrow evening
4606,vergist,mistaken
4604,aanslag,scale
4603,florida,Florida
4602,proef,trial
4602,steven,steven
4601,ontstaan,originate
4601,kennelijk,apparently
4601,beslissingen,decisions
4598,sammy,Sammy
4596,vóór,in front of
4595,smaakt,taste
4593,soep,soup
4592,nul,zero
4590,green,green
4588,oordeel,judgment
4587,bloeddruk,blood pressure
4587,wegkomt,outfit
4586,hoofdpijn,headache
4586,vijfde,fifth
4585,brad,brad
4583,penny,penny
4581,hieruit,from this
4577,terroristen,terrorists
4574,rekeningen,accounts
4572,pijnlijk,painful
4572,fase,phase
4572,blazen,blow
4571,teef,female dog
4571,jo,jo
4570,bot,bone
4569,ei,egg
4569,mr.,MR.
4569,beroemde,famous
4567,chaos,chaos
4565,verbaast,surprised
4565,gedumpt,dumped
4564,tekst,text
4562,scène,scene
4562,uitzicht,view
4561,vooruitgang,progress
4560,maagd,Virgin
4556,mevr,Mrs
4556,bijzondere,special
4555,sex,sex
4555,e-mail,e-mail
4554,lafaard,coward
4554,mei,May
4553,dodelijk,deadly
4552,ian,Ian
4551,carol,Carol
4546,geleid,led
4545,bestellen,to order
4542,plassen,to pee
4539,opgegroeid,grown up
4539,teddy,teddy
4534,ontvoering,abduction
4530,boze,angry
4530,affaire,affair
4525,kreng,kernel
4524,verzinnen,invent
4524,sigaret,cigarette
4520,vat,barrel
4515,diane,Diane
4514,dennis,Dennis
4512,verspreiden,to spread
4508,vullen,to fill
4505,vermogen,ability
4505,realiteit,reality
4505,doodgaan,die
4501,diegene,thaty
4499,betekend,mean
4498,pakje,package
4494,buitenlandse,foreign
4493,telkens,every time
4492,slechter,worse
4486,verander,change
4480,promotie,promotion
4477,margaret,margaret
4474,overstuur,oversteer
4472,one,one
4471,dominee,pastor
4470,keuzes,choices
4468,bekennen,confess
4467,levert,supplies
4464,williams,Williams
4463,verdwaald,strayed
4462,federale,federal
4455,kranten,newspapers
4453,patroon,cartridge
4451,relaties,relationships
4449,bedreigd,threatened
4449,matthew,Matthew
4448,wetten,laws
4447,herkent,recognizes
4446,boodschappen,groceries
4445,zenuwachtig,nervous
4445,koninkrijk,kingdom
4445,aanwijzing,indication
4442,betty,Betty
4440,breek,break
4439,chinees,Chinese
4438,uitvoeren,to carry out
4438,haatte,hated
4436,vrachtwagen,truck
4426,tank,tank
4419,vanzelf,naturally
4419,francis,Francis
4417,schone,shone
4415,beschadigd,damaged
4411,marty,marty
4411,realiseerde,realized
4410,verbranden,to burn
4410,e,e
4409,klasse,class
4405,riep,called out
4403,onbekend,unknown
4402,humor,Humour
4402,theater,theater
4402,koorts,fever
4401,overheen,across
4400,ingang,Entrance
4398,stabiel,stable
4398,riley,riley
4398,openbare,public
4397,dure,expensive
4397,maya,Maya
4397,noodgeval,emergency
4393,reageert,respond
4391,uitweg,outfit
4390,jennifer,jennifer
4388,psychiater,psychiatrist
4388,gedraagt,behavior
4383,datum,date
4382,correct,correct
4382,gedraag,behave
4380,nood,need
4380,wiet,weed
4377,little,Little
4374,woning,home
4374,caroline,caroline
4374,betekende,meant
4373,instructies,instructions
4371,natuurlijke,natural
4368,ali,ali
4367,wonden,wounds
4364,afdrukken,print
4363,netwerk,network
4358,info,info
4356,martha,Martha
4356,periode,period
4350,uitziet,look
4348,meende,meaning
4345,doorlopen,run through
4344,simpele,simple
4343,achtergrond,background
4339,bijzonders,special
4338,broeders,brothers
4337,dubbel,double
4334,afgewezen,turned down
4333,kerstfeest,Christmas
4333,lou,lou
4332,hartstikke,terribly
4331,schuur,barn
4330,veronderstel,suppose
4330,emoties,emotions
4323,achterkant,rear end
4322,schudden,shake
4321,beschuldigd,accused
4321,kwetsen,hurt
4320,negatief,negative
4319,dick,Dick
4318,engelse,English
4318,arrestatie,arrest
4317,communicatie,communication
4315,vloog,fleet
4314,nachten,nightlife
4311,uitmaken,to finish
4310,vermiste,missing
4310,hierbij,hereby
4301,hebbes,Got you
4301,allang,a long time already
4298,trappen,kick
4298,langskomen,come
4298,coma,coma
4296,daad,deed
4295,kut,pussy
4294,knop,knob
4294,bevriend,friends
4291,geraken,get
4288,malcolm,Malcolm
4288,creëren,to create
4287,beslag,seizure
4282,artsen,doctors
4282,nancy,nancy
4280,japan,Japan
4278,logan,logan
4277,beet,bite
4274,doodsbang,terrified
4273,bewaar,keep
4269,casino,casino
4268,afschuwelijk,awful
4267,diefstal,theft
4263,legende,legend
4261,joseph,Joseph
4258,grot,cave
4257,proeven,taste
4256,gesprekken,conversations
4252,grijpen,to grasp
4249,oppakken,picking up
4249,terugtrekken,pull back
4244,bart,bart
4242,applaus,applause
4241,zoenen,to kiss
4240,toren,tower
4237,eeuwen,centuries
4236,eigendom,property
4235,verschrikkelijke,terrible
4234,criminelen,criminals
4233,bood,offered
4230,verplicht,obligated
4230,zieke,sick
4228,beweert,reserves
4227,strafblad,criminal record
4225,hollywood,Hollywood
4225,voorbereiden,to prepare
4225,vijftig,fifty
4225,zone,zone
4225,loslaten,letting go
4224,casey,casey
4223,connor,connor
4223,portemonnee,wallet
4222,audrey,audrey
4221,longen,lungs
4220,ingehuurd,hired
4218,meegebracht,brought along
4213,gebrek,lack
4213,ruilen,exchange
4213,mankeert,failing
4212,zwakke,weak
4209,aantrekkelijk,appealing
4208,verplaatst,moved
4203,albert,albert
4201,no,no
4200,uitgeschakeld,turned off
4199,vliegtuigen,airplanes
4195,spencer,spencer
4194,tja,well
4192,dronk,drunk
4191,riskeren,risk
4190,weghalen,remove
4188,passie,passion
4188,kandidaat,candidate
4185,smeerlap,lubricating
4185,sigaretten,cigarettes
4184,toont,show
4184,serie,series
4183,status,status
4180,voorzien,provided
4180,mooier,more beautiful
4177,rit,ride
4176,bescherm,protect
4173,discussie,discussion
4173,medicijn,medicine
4173,booth,booth
4170,rijbewijs,drivers license
4170,miles,miles
4169,televisie,television
4169,meld,report
4167,verzonnen,made up
4165,h,h
4164,aangeboden,offered
4164,ellen,ellen
4163,ministerie,ministry
4163,daden,deeds
4162,krankzinnig,insane
4161,populair,popular
4161,whoa,Whoa
4161,allison,Allison
4158,indianen,native Americans
4149,verzekering,insurance
4147,virginia,Virginia
4146,koelkast,refrigerator
4144,duistere,dark
4144,pest,black Death
4142,lemand,lemand
4138,overgeven,yield
4138,arresteer,arrest
4138,nut,utility
4137,stervende,dying
4137,ondergoed,underwear
4135,euro,euro
4135,incident,incident
4133,zing,sing
4132,mijzelf,myself
4129,homer,homer
4127,commentaar,commentary
4124,ervaren,to experience
4124,doorzoeken,search
4124,vak,field
4122,vriendjes,fighter
4122,dorst,thirst
4120,koe,cow
4120,tenslotte,and last but not least
4118,vandaar,hence
4116,jonger,younger
4115,flinke,big
4114,check,check
4113,titel,title
4112,privacy,privacy
4112,heelal,universe
4110,verspillen,waste
4109,justin,justin
4108,speelgoed,toys
4108,bonnie,bonnie
4108,dagboek,diary
4104,voorwaarden,conditions
4103,gemerkt,labeled
4103,tape,tape
4102,hol,hollow
4096,bewustzijn,Awareness
4092,evan,evan
4091,aaron,Aaron
4091,vlag,flag
4090,werkten,work
4090,moderne,modern
4088,rollen,roll
4085,angel,angel
4080,gespannen,stretched
4078,terugkeren,return
4075,crisis,crisis
4073,zoektocht,quest
4068,emotioneel,emotional
4066,overkant,across
4062,premier,Prime Minister
4062,harris,Harris
4062,greep,grip
4060,eenheden,units
4059,beseft,acknowledgment
4057,rechtstreeks,directly
4055,love,love
4048,weigeren,refuse
4048,avontuur,adventure
4046,lust,lust
4046,tevoorschijn,outfill
4044,roman,novel
4044,glimlach,smile
4044,groeit,growing
4042,ras,breed
4040,amerikaan,american
4037,plat,flat
4036,goedkoop,cheap
4036,strak,tight
4035,spanning,voltage
4033,inbraak,burglary
4031,karakter,character
4030,opzet,set-up
4024,lessen,classes
4024,college,college
4024,boy,Boy
4023,ernstige,serious
4023,geweren,rifle
4022,island,Island
4022,todd,Todd
4021,verlegen,shy
4020,toestaan,to allow
4020,paspoort,passport
4020,county,County
4017,vleugels,wings
4013,madame,madame
4012,juni,June
4010,snoep,sweets
4010,apart,separate
4009,italië,Italy
4008,oudste,eldest
4008,liam,Liam
4007,uitschakelen,Switch off
4006,voertuig,vehicle
4003,kostte,cost
4001,September,September
3994,ron,ron
3990,jochie,jochie
3989,link,link
3988,puinhoop,mess
3987,agenda,agenda
3986,steekt,steak
3986,nazi,Nazi
3986,spraken,spoke
3985,leonard,Leonard
3983,chirurg,surgeon
3982,jee,jee
3981,mochten,be allowed
3978,misdaden,crime
3977,brachten,brought
3975,bekentenis,confession
3974,laptop,Laptop
3972,vergeleken,compared
3971,diepe,deep
3971,stukjes,patches
3970,robot,robot
3969,nuttig,useful
3968,uitslag,result
3968,zout,salt
3968,ratten,rats
3966,slimmer,smarter
3965,afval,waste
3965,murphy,murphy
3963,wendy,wendy
3962,gebeurtenissen,events
3962,temperatuur,temperature
3962,bemoei,intermediary
3959,ongelukkig,unhappy
3957,bezocht,visited
3957,financiële,financial
3956,tijdstip,time of day
3956,overste,superior
3955,verbergt,hide
3952,drukken,to press
3951,snappen,understanding
3948,knuffel,Hug
3948,diensten,services
3947,erdoor,through
3946,betekenis,meaning
3939,veiliger,safer
3939,aard,Earth
3938,opgegeten,eaten
3938,gevolg,consequence
3937,moedig,courageous
3937,duke,duke
3936,teruggekomen,came back
3934,eli,eli
3933,paige,paige
3932,loon,salary
3932,frisse,fresh
3931,daarboven,up there
3931,herkende,recognizable
3930,lelijke,ugly
3928,ruth,Ruth
3928,woensdag,Wednesday
3927,handig,useful
3927,harold,Harold
3926,fortuin,fortune
3924,nicole,nicole
3921,vrijgelaten,released
3921,ashley,Ashley
3920,journalist,journalist
3919,vielen,fell
3919,wennen,to get used to
3918,megan,megan
3917,bleven,blond
3916,ambassadeur,ambassador
3913,acteur,actor
3913,geslaagd,passed
3912,hing,hung
3911,computers,computers
3911,francisco,Francisco
3909,schoonmaken,to clean
3906,mickey,mickey
3904,snelweg,motorway
3903,plastic,plastic
3902,experiment,experiment
3901,monica,monica
3897,morgenvroeg,morning morning
3894,undercover,Undercover
3894,commando,command
3893,gekleed,dressed
3892,star,star
3891,gemak,ease
3888,overleeft,survive
3887,boss,boss
3885,eerwaarde,early
3884,motel,motel
3884,long,lung
3882,tweeling,twin
3881,draak,dragon
3876,schakel,shift
3874,diana,Diana
3874,stephen,stephen
3874,favoriet,favorite
3873,heten,to be named
3872,officiële,official
3867,legde,placed
3867,zusters,sisters
3867,kooi,cage
3867,opgehangen,hung up
3866,beheersen,controll
3866,demonen,demons
3866,drankjes,drinks
3865,wetenschappers,scientists
3865,concert,concert
3864,vermijden,avoid
3864,irak,Iraq
3861,katten,cats
3860,kwetsbaar,vulnerable
3859,kleuren,colors
3857,raket,rocket ship
3855,mitch,mitch
3854,straffen,to punish
3851,bestuur,management
3846,verloofd,engaged
3845,zonden,sins
3843,verspreid,Scattered
3842,draaide,turned
3840,heerlijke,delicious
3839,mason,mason
3838,india,India
3834,augustus,August
3833,cadeautje,gift
3832,centimeter,centimeter
3830,contant,in cash
3822,testament,testament
3821,meesten,Most
3818,juli,July
3817,waanzin,madness
3816,gedroomd,dreamed
3815,handschoenen,gloves
3814,zender,transmitter
3812,wreed,cruel
3812,pappa,pappa
3811,eerlijke,honest
3808,rotzak,rock bag
3807,jules,Jules
3805,mysterie,mystery
3803,symbool,symbol
3803,tess,tess
3803,profiel,profile
3802,opties,Options
3801,traditie,tradition
3799,schulden,debt
3798,hup,hop
3795,waag,waar
3794,go,go
3794,massa,mass
3793,gewonden,wounded
3789,ontkennen,to deny
3786,getrokken,drawn
3785,bezet,occupied
3784,opgevoed,raised
3782,lincoln,Lincoln
3780,verkeer,traffic
3779,knie,knee
3776,heuvel,hill
3776,bid,prayer
3776,verdwijn,disappear
3775,accepteer,accept
3774,liz,Liz
3773,timing,timing
3771,slechtste,worst
3771,crane,crane
3770,penis,penis
3769,benieuwd,curious
3767,steden,towns
3767,aangeven,to hand over
3767,uitkomen,Hatch
3766,glazen,glasses
3766,hitte,heat
3765,set,set
3765,maling,growl
3763,victoria,Victoria
3763,wade,wade
3762,ton,ton
3761,mm,mm
3759,chocolade,chocolate
3758,bedrogen,cheat
3757,brandstof,fuel
3756,verwoest,destroyed
3755,verf,paint
3755,k,k
3754,hector,Hector
3754,munitie,ammunition
3748,paleis,palace
3748,werkelijkheid,reality
3748,yo,yo
3748,zoe,zoe
3746,gewapend,armed
3746,gekost,cost
3744,nelson,Nelson
3742,toespraak,speech
3741,recept,recipe
3741,helden,heroes
3740,enthousiast,enthusiastic
3740,scherm,screen
3739,goedemiddag,good afternoon
3730,gele,yellow
3730,actief,active
3728,politieagent,policeman
3726,kleiner,smaller
3725,raymond,Raymond
3722,joch,joch
3722,lokken,to lure
3717,oefening,practice
3715,harper,harper
3714,road,road
3714,varen,sail
3713,kwart,quarter
3713,commissie,Commission
3707,stiekem,secret
3706,afsluiten,to block
3703,inpakken,packing up
3703,bewaard,preserved
3702,neil,Neil
3700,winkelen,shop
3698,beesten,beasts
3696,vrijen,making out
3695,techniek,Technic
3695,brandt,lit
3691,lane,Lane
3691,mobiele,mobile
3690,luisterde,listened
3690,interne,internal
3690,toegestaan,Allowed
3689,hall,hall
3688,beleefd,polite
3687,stanley,stanley
3687,blok,block
3685,zielen,souls
3684,keith,keith
3683,generatie,generation
3682,verlangen,desire
3682,jean,jean
3681,revolutie,revolution
3681,pastoor,pastor
3680,drama,drama
3678,maal,meal
3676,laden,load
3673,moeilijkheden,difficulties
3672,bedrag,amount
3672,aandelen,shares
3665,bevallen,to give birth
3664,willie,Willie
3660,schoft,shot
3660,lawaai,noise
3658,eeuwige,eternal
3656,uzelf,yourself
3656,alicia,alicia
3655,attentie,attention
3654,plant,plant
3652,staren,stare
3650,christian,Christian
3649,konijn,rabbit
3648,beroofd,robbed
3647,zussen,sisters
3646,huren,hire
3646,misdrijf,crime
3645,clay,clay
3643,overlijden,passing away
3642,doodgeschoten,shot
3642,toekomstige,future
3641,procedure,procedure
3639,trouwde,married
3637,douchen,shower
3637,stierven,died
3637,tina,tina
3636,jongetje,little boy
3635,gokken,gamble
3635,thanksgiving,Thanksgiving
3634,beweeg,move
3634,duiken,to dive
3633,shane,Shane
3631,kindje,baby
3628,fruit,fruit
3626,bevroren,frozen
3625,erbuiten,go out
3625,sloot,ditch
3622,steelt,steal
3622,berlijn,Berlin
3619,grappen,joke
3616,vloot,fleet
3615,uiterlijk,appearance
3612,verhuisd,moved
3608,spanje,Spain
3606,carla,carla
3606,norman,NORMAN
3605,doof,deaf
3604,alexander,Alexander
3604,mitchell,Mitchell
3602,terugbrengen,return
3601,schamen,shame
3601,machtige,mighty
3600,all,all
3599,tempel,Temple
3598,walt,walt
3597,volwassenen,adults
3596,holly,holly
3594,wetenschapper,scientist
3593,weduwe,widow
3593,kanaal,channel
3589,gemeld,reported
3588,watje,wimp
3587,dient,serve
3587,speech,speech
3583,goedendag,good day
3581,versterking,strengthening
3581,voorraad,stock
3581,legaal,legally
3580,bevat,contains
3579,dollars,dollars
3579,korporaal,corporal
3578,overwegen,consider
3578,vee,cattle
3577,metro,subway
3576,afhankelijk,dependent
3576,weigerde,refuse
3575,ricky,ricky
3572,speler,player
3572,gereedschap,tools
3571,mcgee,McGee
3567,misbruik,abuse
3566,besproken,discussed
3562,aflevering,episode
3561,chip,chip
3560,barbara,barbara
3560,anthony,anthony
3558,mobieltje,cell phone
3557,santa,Santa
3556,japanse,Japanese
3554,reclame,advertisement
3553,combinatie,combination
3550,behouden,preserve
3550,durven,to dare
3549,gebouwen,buildings
3549,goedmaken,make up
3548,philip,philip
3545,verkrachting,rape
3544,jersey,Jersey
3542,pure,pure
3540,weggelopen,walked away
3540,opgeblazen,blown up
3539,getraind,trained
3533,illegale,illegal
3533,website,website
3533,firma,firm
3532,bloeden,bleed
3532,schop,shovel
3531,wiskunde,math
3531,originele,original
3531,ann,Annator
3530,verwondingen,injuries
3529,nest,nest
3523,kostuum,costume
3522,hoofdinspecteur,chief inspector
3522,meg,meg
3521,standaard,default
3520,zochten,sought
3517,stok,stick
3517,blaas,bladder
3517,gloria,gloria
3516,batman,batman
3515,weigert,refuse
3514,time,time
3513,afspreken,to agree
3511,hoofdkwartier,headquarters
3511,heroïne,heroin
3511,gus,gus
3511,bossen,forests
3509,julian,Julian
3509,verzeker,insure
3509,rex,rex
3508,zenuwen,nerves
3508,vermoeden,suspect
3508,noah,Noah
3506,jonathan,Jonathan
3506,hoofdstuk,chapter
3506,symptomen,symptoms
3506,samantha,Samantha
3505,plekje,spot
3505,bemoeien,to interfere
3505,kern,core
3504,b.,b.
3503,behandelt,handle
3501,bagage,luggage
3500,gehele,whole
3499,bay,bay
3498,castle,Castle
3496,voorgesteld,suggested
3496,jasje,jacket
3495,begrip,understanding
3493,sowieso,anyway
3491,braaf,Well behaved
3491,opsluiten,lock up
3490,gij,ye
3490,misverstand,misunderstanding
3487,damon,Damon
3486,laarzen,boots
3486,dutch,dutch
3486,uitgevoerd,executed
3483,borg,deposit
3483,doodsoorzaak,cause of death
3482,football,football
3482,bevrijd,freed
3482,gewoonte,habit
3481,nederlandse,Dutch
3481,cirkel,circle
3480,moordwapen,murder weapon
3480,telefoons,Phones
3479,boeren,farmers
3477,gerucht,rumor
3476,bijten,to bite
3475,stone,stone
3474,explosieven,explosives
3473,motoren,engines
3473,heather,heather
3472,miranda,miranda
3470,opzetten,to set up
3469,trekker,tractor
3469,vermoed,suspected
3469,von,von
3467,internationale,International
3466,lesje,lesson
3465,blue,blue
3463,wegkomen,getting away
3462,flikker,flicker
3462,collins,Collins
3461,craig,Craig
3460,lager,lower
3459,schoppen,kick
3457,fans,fans
3456,opereren,to operate
3455,borrel,a drink
3455,noemden,call
3453,vanessa,Vanessa
3452,seth,seth
3451,kok,cook
3451,dozen,Boxes
3450,hoeren,whores
3450,broodje,sandwich
3450,zingt,sing
3449,dieper,deeper
3448,halloween,Halloween
3446,diego,Diego
3444,toestel,device
3443,happy,Happy
3443,belangrijks,important
3440,hogere,senior
3440,stevig,solid
3439,hoeveelheid,amount of
3436,waaraan,to which
3436,hufter,huffer
3436,ontworpen,designed
3435,dankjewel,thank you
3435,mamma,mum
3433,rots,rock
3433,boer,farmer
3432,buurman,neighbor
3432,bouw,build
3431,versieren,to decorate
3431,trevor,trevor
3429,ontploffen,explode
3429,ochtends,morning
3427,make-up,makeup
3426,dumpen,to dump
3424,gisterenavond,yesterday evening
3423,gevuld,stuffed
3422,klacht,complaint
3418,bestond,existed
3415,dodelijke,deadly
3414,strategie,strategy
3414,volhouden,to persevere
3413,begaan,to commit
3413,das,tie
3412,informant,informant
3411,verwerken,process
3411,trouwt,marry
3409,halt,halt
3407,auditie,audition
3404,randy,randy
3399,lijdt,suffer
3399,canada,Canada
3397,draad,wire
3397,ertoe,tooth
3393,south,South
3392,uitgeput,exhausted
3392,pikken,peck
3392,ellie,ellie
3391,ruimen,clear
3391,inzet,effort
3391,haren,hair
3383,slaaf,slave
3383,tara,tara
3383,schreeuw,shout
